Magnitude of (-0.07,-0.10, 1.05) is:   1.05
Magnitude of (-0.07,-0.08, 1.05) is:   1.05
Magnitude of (-0.06,-0.08, 1.05) is:   1.05
Magnitude of (-0.06,-0.07, 1.03) is:   1.04
Magnitude of (-0.06,-0.07, 1.03) is:   1.03
Magnitude of (-0.05,-0.07, 1.02) is:   1.03
Magnitude of (-0.06,-0.08, 1.02) is:   1.02
Magnitude of (-0.04,-0.07, 1.00) is:   1.01
Magnitude of (-0.06,-0.08, 1.00) is:   1.01
Magnitude of (-0.05,-0.08, 1.00) is:   1.00
Magnitude of (-0.06,-0.08, 0.98) is:   0.99
Magnitude of (-0.05,-0.08, 0.98) is:   0.98
Magnitude of (-0.04,-0.07, 0.98) is:   0.98
Magnitude of (-0.04,-0.06, 0.98) is:   0.98
Magnitude of (-0.03,-0.05, 0.98) is:   0.99
Magnitude of (-0.03,-0.06, 0.97) is:   0.97
Magnitude of (-0.03,-0.05, 0.96) is:   0.96
Magnitude of (-0.03,-0.06, 0.96) is:   0.96
Magnitude of (-0.04,-0.05, 0.96) is:   0.96
Magnitude of (-0.03,-0.05, 0.96) is:   0.96
Magnitude of (-0.03,-0.04, 0.95) is:   0.95
Magnitude of (-0.04,-0.05, 0.97) is:   0.97
Magnitude of (-0.02,-0.03, 0.95) is:   0.95
Magnitude of (-0.02,-0.03, 0.95) is:   0.95
Magnitude of (-0.02,-0.03, 0.95) is:   0.95
Magnitude of (-0.02,-0.03, 0.95) is:   0.95
Magnitude of (-0.02,-0.03, 0.95) is:   0.95
Magnitude of (-0.02,-0.03, 0.95) is:   0.95
Magnitude of (-0.04,-0.05, 0.93) is:   0.93
Magnitude of (-0.02,-0.05, 0.94) is:   0.94
Magnitude of (-0.03,-0.05, 0.94) is:   0.94
Magnitude of (-0.03,-0.06, 0.94) is:   0.94
Magnitude of (-0.03,-0.06, 0.94) is:   0.94
Magnitude of (-0.03,-0.06, 0.94) is:   0.94
Magnitude of (-0.02,-0.06, 0.95) is:   0.95
Magnitude of (-0.03,-0.08, 0.93) is:   0.93
