    317950,  -0.16088158,  -0.00034869,  -0.95634258
    317953,  -0.15487629,  -0.00034869,  -0.96263325
    317956,  -0.15487629,  -0.00034869,  -0.96892399
    317958,  -0.14286572,  -0.00034869,  -0.96892399
    317960,  -0.13085514,  -0.00668758,  -0.97521466
    317962,  -0.13085514,  -0.00668758,  -0.97521466
    317964,  -0.12484986,  -0.00668758,  -0.97521466
    317967,  -0.11884457,  -0.00668758,  -0.97521466
    317969,  -0.11884457,  -0.00668758,  -0.97521466
    317971,  -0.11283928,  -0.01302654,  -0.97521466
    317973,  -0.11283928,  -0.01302654,  -0.97521466
    317975,  -0.10683399,  -0.00668758,  -0.97521466
    317978,  -0.10683399,  -0.00668758,  -0.96892399
    317980,  -0.10683399,  -0.01302654,  -0.97521466
    317982,  -0.10082871,  -0.00668758,  -0.97521466
    317984,  -0.10082871,  -0.00668758,  -0.97521466
    317986,  -0.10082871,  -0.00668758,  -0.96892399
    317989,  -0.10683399,  -0.01302654,  -0.96892399
    317991,  -0.10683399,  -0.01302654,  -0.96892399
    317993,  -0.10683399,  -0.01302654,  -0.96263325
    317996,  -0.10683399,  -0.01302654,  -0.96263325
    317998,  -0.10683399,  -0.01302654,  -0.96263325
    318001,  -0.11283928,  -0.01936549,  -0.96263325
    318003,  -0.11283928,  -0.01936549,  -0.95634258
    318005,  -0.10683399,  -0.01936549,  -0.95005190
    318007,  -0.11283928,  -0.01936549,  -0.95005190
    318009,  -0.10683399,  -0.01302654,  -0.94376117
    318012,  -0.11283928,  -0.01302654,  -0.94376117
    318014,  -0.11283928,  -0.01302654,  -0.94376117
    318016,  -0.10683399,  -0.01302654,  -0.94376117
    318018,  -0.10683399,  -0.01302654,  -0.94376117
    318020,  -0.11283928,  -0.00668758,  -0.94376117
    318023,  -0.11283928,  -0.01302654,  -0.95005190
    318025,  -0.11283928,  -0.00668758,  -0.95005190
    318027,  -0.11283928,  -0.01302654,  -0.95005190
    318029,  -0.11283928,  -0.01302654,  -0.95005190
    318031,  -0.10683399,  -0.01302654,  -0.95005190
    318034,  -0.10683399,  -0.01302654,  -0.95005190
    318036,  -0.10082871,  -0.01302654,  -0.95005190
    318039,  -0.10082871,  -0.01302654,  -0.95634258
    318041,  -0.09482342,  -0.01302654,  -0.96263325
    318043,  -0.09482342,  -0.01302654,  -0.96892399
    318046,  -0.09482342,  -0.01936549,  -0.97521466
    318048,  -0.08881813,  -0.01302654,  -0.97521466
    318050,  -0.08881813,  -0.01302654,  -0.98150533
    318052,  -0.08881813,  -0.01302654,  -0.98779607
    318054,  -0.08881813,  -0.01302654,  -1.00037742
    318057,  -0.08281285,  -0.00668758,  -1.00037742
    318059,  -0.08281285,  -0.00668758,  -1.00037742
    318061,  -0.07680756,  -0.00668758,  -1.00666809
    318063,  -0.08281285,  -0.00668758,  -1.01295877
    318065,  -0.08281285,  -0.00668758,  -1.01295877
    318068,  -0.08281285,  -0.01302654,  -1.01924956
    318070,  -0.08281285,  -0.01302654,  -1.01295877
    318072,  -0.08281285,  -0.00668758,  -1.01295877
    318074,  -0.08281285,  -0.00668758,  -1.01924956
    318076,  -0.08881813,  -0.00034869,  -1.01924956
    318080,  -0.08281285,  -0.00034869,  -1.02554023
    318082,  -0.08281285,  -0.00034869,  -1.02554023
    318084,  -0.08281285,  -0.00034869,  -1.02554023
    318086,  -0.08881813,   0.00599027,  -1.01924956
    318088,  -0.09482342,   0.00599027,  -1.01924956
    318090,  -0.09482342,  -0.00034869,  -1.02554023
    318093,  -0.09482342,   0.00599027,  -1.02554023
    318095,  -0.10082871,   0.00599027,  -1.02554023
    318097,  -0.10683399,   0.00599027,  -1.02554023
    318099,  -0.10683399,   0.00599027,  -1.02554023
    318101,  -0.10683399,   0.00599027,  -1.01924956
    318104,  -0.11283928,   0.01232922,  -1.01924956
    318106,  -0.11884457,   0.01232922,  -1.01924956
    318108,  -0.11884457,   0.01232922,  -1.01924956
    318110,  -0.12484986,   0.01232922,  -1.01295877
